table_name,column_name,data_type,nullable,default_value,primary_key,foreign_key,references,unique,check_constraint,id_generation,notes
"accounts","longitude","REAL","true","","false","false","","","","","Source/reference data unless derived by service logic."
"accounts","landmark_remarks","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"accounts","branch_id","TEXT","true","","false","true","branches.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing branches.id identifier selected by application or import path.","Identifier or relationship key."
"app_settings","key","TEXT","false","","true","false","","key","","Natural configuration key supplied by application code.","Source/reference data unless derived by service logic."
"app_settings","value","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"app_settings","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"audit_log_changes","id","TEXT","true","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"audit_log_changes","audit_log_id","TEXT","false","","false","true","audit_logs.id ON DELETE RESTRICT ON UPDATE NO ACTION","audit_log_id + column_name","","Existing audit_logs.id identifier selected by application or import path.","Identifier or relationship key."
"audit_log_changes","column_name","TEXT","false","","false","false","","audit_log_id + column_name","","","Source/reference data unless derived by service logic."
"audit_log_changes","old_value","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"audit_log_changes","new_value","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"audit_logs","id","TEXT","true","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"audit_logs","actor_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"audit_logs","action","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"audit_logs","entity_type","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"audit_logs","entity_id","TEXT","false","","false","false","","","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"audit_logs","reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"audit_logs","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"backup_records","id","TEXT","false","","true","false","","id","","TEXT identifier supplied by the application/import path; no SQLite AUTOINCREMENT declaration.","Identifier or relationship key."
"backup_records","file_name","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"backup_records","local_path","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"backup_records","sha256","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"backup_records","size_bytes","INTEGER","false","","false","false","","","","","Source/reference data unless derived by service logic."
"backup_records","encrypted","INTEGER","false","","false","false","","","encrypted IN (0, 1)","","Source/reference data unless derived by service logic."
"backup_records","remote_path","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"backup_records","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"branches","id","TEXT","true","","true","false","","id","","System seed IDs (system-*) or application-generated TEXT UUID; legacy development IDs can exist in old databases.","Identifier or relationship key."
"branches","code","TEXT","false","","false","false","","code","","","Source/reference data unless derived by service logic."
"branches","name","TEXT","false","","false","false","","name","","","Source/reference data unless derived by service logic."
"branches","is_active","INTEGER","false","1","false","false","","","is_active IN (0, 1)","","Source/reference data unless derived by service logic."
"branches","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"branches","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"cash_denominations","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"cash_denominations","value_centavos","INTEGER","false","","false","false","","value_centavos","value_centavos > 0","","Source/reference data unless derived by service logic."
"cash_denominations","is_active","INTEGER","false","1","false","false","","","is_active IN (0, 1)","","Source/reference data unless derived by service logic."
"cash_denominations","sort_order","INTEGER","false","0","false","false","","","","","Source/reference data unless derived by service logic."
"cash_out_entries","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"cash_out_entries","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"cash_out_entries","transaction_date","TEXT","false","","false","false","","","length(transaction_date) = 10","","Source/reference data unless derived by service logic."
"cash_out_entries","description","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"cash_out_entries","amount_centavos","INTEGER","false","","false","false","","","amount_centavos > 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"cash_out_entries","status","TEXT","false","'POSTED'","false","false","","","status IN ('POSTED', 'VOIDED')","","Source/reference data unless derived by service logic."
"cash_out_entries","voided_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
"cash_out_entries","voided_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"cash_out_entries","void_reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"cash_out_entries","created_by_user_id","TEXT","false","","false","true","users.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"cash_out_entries","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"cash_out_entries","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"catalog_options","id","TEXT","true","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"catalog_options","kind","TEXT","false","","false","false","","kind + value","kind IN ('CASHIER_EXPENSE_TYPE', 'CASHIER_PAYMENT_TYPE', 'IN_HOUSE_AGENT', 'IN_HOUSE_LOAN_TERM', 'FINANCE_TYPE', 'FINANCE_TERM')","","Source/reference data unless derived by service logic."
"catalog_options","value","TEXT","false","","false","false","","kind + value","","","Source/reference data unless derived by service logic."
"catalog_options","reference_id","TEXT","true","","false","false","","","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"catalog_options","is_active","INTEGER","false","1","false","false","","","is_active IN (0, 1)","","Source/reference data unless derived by service logic."
"catalog_options","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"catalog_options","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_receipt_totals","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"daily_receipt_totals","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + receipt_type_id","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"daily_receipt_totals","receipt_type_id","TEXT","false","","false","true","receipt_types.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + receipt_type_id","","Existing receipt_types.id identifier selected by application or import path.","Identifier or relationship key."
"daily_receipt_totals","quantity","INTEGER","false","0","false","false","","","quantity >= 0","","Source/reference data unless derived by service logic."
"daily_receipt_totals","amount_centavos","INTEGER","false","0","false","false","","","amount_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"daily_receipt_totals","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_receipt_totals","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_receipt_totals","receipt_name","TEXT","false","''","false","false","","","","","Source/reference data unless derived by service logic."
"daily_receipt_totals","receipt_short_name","TEXT","false","''","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_cash_counts","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"daily_report_cash_counts","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + denomination_id","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_cash_counts","denomination_id","TEXT","false","","false","true","cash_denominations.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + denomination_id","","Existing cash_denominations.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_cash_counts","quantity","INTEGER","false","","false","false","","","quantity >= 0","","Source/reference data unless derived by service logic."
"daily_report_cash_counts","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_cash_counts","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_deductions","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"daily_report_deductions","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + deduction_type_id","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_deductions","deduction_type_id","TEXT","false","","false","true","deduction_types.id ON DELETE RESTRICT ON UPDATE NO ACTION","daily_report_id + deduction_type_id","","Existing deduction_types.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_deductions","amount_centavos","INTEGER","false","","false","false","","","amount_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"daily_report_deductions","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_deductions","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_payment_entries","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"daily_report_payment_entries","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_payment_entries","payment_method_id","TEXT","false","","false","true","report_payment_methods.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing report_payment_methods.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_payment_entries","transaction_date","TEXT","false","","false","false","","","length(transaction_date) = 10","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","amount_centavos","INTEGER","false","","false","false","","","amount_centavos > 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"daily_report_payment_entries","reference_number","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","bank_name","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","payer_name","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","remarks","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","status","TEXT","false","'POSTED'","false","false","","","status IN ('POSTED', 'VOIDED')","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","voided_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_payment_entries","voided_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_payment_entries","void_reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_report_payment_entries","created_by_user_id","TEXT","false","","false","true","users.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"daily_report_payment_entries","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_payment_entries","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_report_payment_entries","payment_method_name","TEXT","false","''","false","false","","","","","Source/reference data unless derived by service logic."
"daily_reports","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"daily_reports","branch_id","TEXT","false","","false","true","branches.id ON DELETE RESTRICT ON UPDATE NO ACTION","branch_id + business_date; branch_id + cashier_user_id + business_date","","Existing branches.id identifier selected by application or import path.","Identifier or relationship key."
"daily_reports","cashier_user_id","TEXT","false","","false","true","users.id ON DELETE RESTRICT ON UPDATE NO ACTION","branch_id + cashier_user_id + business_date","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"daily_reports","business_date","TEXT","false","","false","false","","branch_id + business_date; branch_id + cashier_user_id + business_date","length(business_date) = 10","","Source/reference data unless derived by service logic."
"daily_reports","opening_cash_centavos","INTEGER","false","0","false","false","","","opening_cash_centavos >= 0","","Source/reference data unless derived by service logic."
"daily_reports","cash_remitted_centavos","INTEGER","true","","false","false","","","cash_remitted_centavos IS NULL OR cash_remitted_centavos >= 0","","Source/reference data unless derived by service logic."
"daily_reports","status","TEXT","false","'DRAFT'","false","false","","","status IN ('DRAFT', 'SUBMITTED', 'APPROVED', 'REOPENED', 'VOIDED')","","Source/reference data unless derived by service logic."
"daily_reports","submitted_at","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_reports","approved_at","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_reports","approved_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"daily_reports","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_reports","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"daily_reports","updated_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"daily_reports","note","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_reports","google_drive_submitted_at","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"daily_reports","telegram_submitted_at","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"deduction_types","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"deduction_types","code","TEXT","false","","false","false","","code","","","Source/reference data unless derived by service logic."
"deduction_types","name","TEXT","false","","false","false","","name","","","Source/reference data unless derived by service logic."
"deduction_types","contribution_code","TEXT","false","","false","false","","","contribution_code IN ('ER', 'EE', 'EE_LOAN')","","Source/reference data unless derived by service logic."
"deduction_types","is_active","INTEGER","false","1","false","false","","","is_active IN (0, 1)","","Source/reference data unless derived by service logic."
"deduction_types","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"deduction_types","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expense_categories","id","TEXT","false","","true","false","","id","","TEXT identifier supplied by the application/import path; no SQLite AUTOINCREMENT declaration.","Identifier or relationship key."
"expense_categories","code","TEXT","false","","false","false","","code","","","Source/reference data unless derived by service logic."
"expense_categories","name","TEXT","false","","false","false","","name","","","Source/reference data unless derived by service logic."
"expense_categories","is_system","INTEGER","false","0","false","false","","","is_system IN (0, 1)","","Source/reference data unless derived by service logic."
"expense_categories","is_active","INTEGER","false","1","false","false","","","is_active IN (0, 1)","","Source/reference data unless derived by service logic."
"expense_categories","sort_order","INTEGER","false","0","false","false","","","","","Source/reference data unless derived by service logic."
"expense_categories","created_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"expense_categories","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expense_categories","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expense_entries","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"expense_entries","daily_report_id","TEXT","false","","false","true","daily_reports.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing daily_reports.id identifier selected by application or import path.","Identifier or relationship key."
"expense_entries","category_id","TEXT","false","","false","true","expense_categories.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing expense_categories.id identifier selected by application or import path.","Identifier or relationship key."
"expense_entries","transaction_date","TEXT","false","","false","false","","","length(transaction_date) = 10","","Source/reference data unless derived by service logic."
"expense_entries","description","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"expense_entries","receipt_number","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"expense_entries","vat_type","TEXT","false","'NON_VAT'","false","false","","","vat_type IN ('VATABLE', 'VAT_EXEMPT', 'ZERO_RATED', 'NON_VAT')","","Source/reference data unless derived by service logic."
"expense_entries","vat_amount_centavos","INTEGER","false","0","false","false","","","vat_amount_centavos >= 0; vat_amount_centavos <= gross_amount_centavos","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"expense_entries","gross_amount_centavos","INTEGER","false","","false","false","","","gross_amount_centavos > 0; vat_amount_centavos <= gross_amount_centavos","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"expense_entries","payment_method_code","TEXT","false","'CASH'","false","false","","","payment_method_code IN ('CASH', 'CHECK', 'BANK_TRANSFER', 'GCASH', 'MAYA', 'OTHER_EWALLET', 'OTHER')","","Source/reference data unless derived by service logic."
"expense_entries","reference_number","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"expense_entries","remarks","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"expense_entries","status","TEXT","false","'POSTED'","false","false","","","status IN ('POSTED', 'VOIDED')","","Source/reference data unless derived by service logic."
"expense_entries","voided_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expense_entries","voided_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"expense_entries","void_reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"expense_entries","created_by_user_id","TEXT","false","","false","true","users.id ON DELETE RESTRICT ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"expense_entries","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expense_entries","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expenses","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"expenses","report_id","TEXT","false","","false","true","reports.id ON DELETE CASCADE ON UPDATE NO ACTION","","","Existing reports.id identifier selected by application or import path.","Identifier or relationship key."
"expenses","type","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","description","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","category","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","receipt_no","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","vat","TEXT","false","''","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","amount_centavos","INTEGER","false","","false","false","","","amount_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"expenses","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expenses","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expenses","status","TEXT","false","'POSTED'","false","false","","","status IN ('POSTED', 'VOIDED')","","Source/reference data unless derived by service logic."
"expenses","voided_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
"expenses","voided_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"expenses","void_reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"expenses","created_by_user_id","TEXT","true","","false","true","users.id ON DELETE NO ACTION ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"finance_account_items","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"finance_account_items","finance_account_id","TEXT","false","","false","true","finance_accounts.id ON DELETE RESTRICT ON UPDATE NO ACTION","finance_account_id + sort_order","","Existing finance_accounts.id identifier selected by application or import path.","Identifier or relationship key."
"finance_account_items","sort_order","INTEGER","false","","false","false","","finance_account_id + sort_order","sort_order >= 0","","Source/reference data unless derived by service logic."
"finance_account_items","item","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_account_items","serial_no","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_account_items","quantity","INTEGER","false","","false","false","","","quantity > 0","","Source/reference data unless derived by service logic."
"finance_account_items","item_price_centavos","INTEGER","false","","false","false","","","item_price_centavos >= 0","","Source/reference data unless derived by service logic."
"finance_account_items","total_centavos","INTEGER","false","","false","false","","","total_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"finance_account_items","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"finance_account_items","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"finance_accounts","id","TEXT","false","","true","false","","id","","Application-generated TEXT UUID (randomUUID() is used in the table’s code path).","Identifier or relationship key."
"finance_accounts","branch","TEXT","false","","false","false","","","branch IN ('Goa', 'Tinambac', 'Tigaon', 'Lagonoy')","","Source/reference data unless derived by service logic."
"finance_accounts","provider","TEXT","false","","false","false","","","provider IN ('Home Credit', 'Salmon', 'Skyro')","","Source/reference data unless derived by service logic."
"finance_accounts","date_released","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","terms_months","INTEGER","false","","false","false","","","terms_months BETWEEN 1 AND 12","","Source/reference data unless derived by service logic."
"finance_accounts","last_name","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","first_name","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","middle_name","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","suffix","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","quantity","INTEGER","false","","false","false","","","quantity > 0","","Source/reference data unless derived by service logic."
"finance_accounts","item","TEXT","false","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","serial_no","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","item_price_centavos","INTEGER","false","","false","false","","","item_price_centavos >= 0","","Source/reference data unless derived by service logic."
"finance_accounts","grand_total_centavos","INTEGER","false","","false","false","","","grand_total_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"finance_accounts","downpayment_centavos","INTEGER","false","","false","false","","","downpayment_centavos >= 0","","Source/reference data unless derived by service logic."
"finance_accounts","balance_centavos","INTEGER","false","","false","false","","","balance_centavos >= 0","","Stored monetary value; verify whether it is source or a denormalized/calculated snapshot."
"finance_accounts","or_number","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","or_date","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","paid_date","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","remarks","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"finance_accounts","created_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"finance_accounts","updated_at","TEXT","false","","false","false","","","","","System-maintained audit/lifecycle metadata."
"finance_accounts","status","TEXT","false","'POSTED'","false","false","","","status IN ('POSTED', 'VOIDED')","","Source/reference data unless derived by service logic."
"finance_accounts","voided_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
"finance_accounts","voided_by_user_id","TEXT","true","","false","true","users.id ON DELETE SET NULL ON UPDATE NO ACTION","","","Existing users.id identifier selected by application or import path.","Identifier or relationship key."
"finance_accounts","void_reason","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"google_drive_snapshots","branch","TEXT","true","","true","false","","branch","","Branch name (one row per branch).","Source/reference data unless derived by service logic."
"google_drive_snapshots","remote_file_id","TEXT","true","","false","false","","","","Branch name (one row per branch).","Identifier or relationship key."
"google_drive_snapshots","remote_revision","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"google_drive_snapshots","sha256","TEXT","true","","false","false","","","","","Source/reference data unless derived by service logic."
"google_drive_snapshots","uploaded_at","TEXT","true","","false","false","","","","","System-maintained audit/lifecycle metadata."
